date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2020-10-22,340480,882170.8,843712.8,25.2,695923.2000000001,inflation,207200.0,81.19999999999999,152625.2,229457.2,1400,316685.6,26320,0,173824.0,529614.4,Salary,96098.79999999999,Rent,Positive,22596.0,Low,38458.0,0
2020-11-21,396480,1372722.4,897408.4,70.0,745948.0,inflation,176960.0,84.0,126747.6,160725.6,280,329898.8,24360,0,117350.8,624358.0,Salary,431323.2,Insurance,Negative,1176.0,Low,475314.0,0
2020-12-21,328160,831482.4,908314.4,89.60000000000001,771192.8,normal,194040.0,131.6,172124.4,162786.4,1400,287646.8,21560,0,117670.0,766987.2,Salary,516429.2,Groceries,Positive,12824.0,High,0.0,0
2021-01-20,325640,767967.2,1349885.6,70.0,800772.0,inflation,183680.0,126.0,146857.2,123267.2,560,66194.8,13720,0,176901.19999999998,517706.0,Salary,391658.39999999997,Entertainment,Positive,6636.0,Low,0.0,0
2021-02-19,409640,1001011.2,1160664.4,106.4,492144.80000000005,normal,192360.0,39.2,147282.8,238176.4,840,268508.8,7000,0,129981.6,810955.6,Salary,279647.2,Utilities,Positive,21308.0,High,0.0,0
2021-03-21,552720,1336946.8,966470.3999999999,67.2,695265.2000000001,normal,185640.0,148.4,177377.2,194468.4,1960,354547.2,24640,0,193471.6,287347.2,Salary,334096.0,Healthcare,Positive,5152.0,Medium,370476.4,0
2021-04-20,443520,568108.8,687668.8,14.0,800158.8,normal,212800.0,103.6,107410.8,77809.2,1960,149066.4,13720,0,79704.8,381869.6,Salary,419448.39999999997,Education,Positive,5012.0,Low,0.0,0
2021-05-20,426160,1309450.7999999998,982604.0,33.6,796597.2,normal,209440.0,151.20000000000002,93920.40000000001,155705.2,280,358926.4,5600,0,132683.6,280000.0,Salary,215171.6,Investments,Neutral,22036.0,Low,326846.8,0
2021-06-19,328160,1019737.6,1012099.2,47.6,923381.2,normal,189560.0,168.0,205760.80000000002,88250.40000000001,280,171228.4,12600,0,217761.6,576240.0,Mixed,396065.6,Dining Out,Neutral,24808.0,Medium,7638.400000000001,0
2021-07-19,551040,1004547.6,450223.2,72.8,829164.0,recession,191800.0,140.0,125745.2,3455.2,560,336112.0,24080,0,151264.4,691535.6,Freelance,466107.60000000003,Groceries,Positive,27636.0,Medium,554324.4,0
2021-08-18,528640,787427.2,949006.7999999999,67.2,816278.4,normal,204400.0,33.6,98924.0,158009.6,2520,12359.2,22960,0,144664.8,801351.6,Salary,347169.2,Groceries,Neutral,5432.0,Low,0.0,0
2021-09-17,494760,1208715.2,755526.7999999999,67.2,783280.3999999999,normal,190680.0,61.6,144387.59999999998,192418.80000000002,560,115911.6,23240,0,145244.4,699092.8,Salary,206385.2,Education,Neutral,7476.0,High,453188.39999999997,0
2021-10-17,448840,968237.2,975122.4,106.4,701506.4,normal,175280.0,36.4,123524.8,0.0,2520,229726.0,26320,0,166986.4,389919.6,Salary,524994.4,Transportation,Positive,1288.0,Low,0.0,0
2021-11-16,517440,1035846.0,489179.6,50.4,726975.2000000001,normal,188440.0,128.8,125381.20000000001,89476.8,1680,183582.0,21000,0,132722.8,636434.4,Freelance,383927.60000000003,Entertainment,Positive,3248.0,Medium,546666.4,0
2021-12-16,341600,1374486.4000000001,861170.8,47.6,704992.4,normal,210280.0,75.60000000000001,61230.4,99226.4,1400,117199.59999999999,5600,0,134612.8,450427.60000000003,Freelance,180311.6,Investments,Negative,23324.0,High,513315.6,0
2022-01-15,383320,1326833.2,935802.0,25.2,916770.3999999999,recession,179200.0,61.6,138252.8,225086.4,1400,508631.2,19040,280,227802.40000000002,842346.4,Freelance,293857.2,Entertainment,Negative,2996.0,High,391031.2,0
2022-02-14,535080,1152925.2,414976.8,100.8,878698.8,normal,193200.0,137.2,79968.0,14014.0,840,270533.2,20440,0,32883.2,602985.6,Mixed,595820.3999999999,Healthcare,Neutral,13804.0,Low,737948.4,0
2022-03-16,514360,1190207.2,1203297.2,70.0,857805.2000000001,normal,197960.0,44.800000000000004,113556.8,191626.4,1960,271084.8,8960,0,80925.59999999999,280000.0,Salary,151796.4,Education,Positive,13832.0,Medium,0.0,0
2022-04-15,398440,347183.2,936465.6,36.4,829483.2000000001,normal,208320.0,61.6,99450.40000000001,0.0,840,248962.0,8120,0,185150.0,650395.2000000001,Salary,429744.0,Education,Positive,6160.0,Low,0.0,0
2022-05-15,314440,1313538.8,799408.4,103.6,867781.6,normal,201040.0,39.2,265448.39999999997,109762.8,1400,555690.7999999999,27160,0,227424.4,742067.2,Salary,373584.4,Dining Out,Positive,15008.0,Low,514130.4,0
2022-06-14,311360,762848.8,697337.2,44.800000000000004,579779.2,inflation,206640.0,151.20000000000002,95681.6,98529.2,1680,279801.2,22400,0,106568.0,280000.0,Salary,318228.39999999997,Utilities,Positive,5852.0,Low,65511.6,0
2022-07-14,286440,909342.0,929894.0,78.4,822984.4,normal,214200.0,50.4,47003.6,90092.8,840,258078.80000000002,12320,280,28285.6,713154.4,Salary,475543.6,Rent,Positive,2184.0,Low,0.0,0
2022-08-13,440160,980355.6,1256312.4,28.0,741479.2,recession,199080.0,140.0,20137.600000000002,82236.0,1960,523644.80000000005,25760,0,138961.2,900272.8,Salary,469442.39999999997,Transportation,Positive,23492.0,Low,0.0,0
2022-09-12,527800,1418275.6,861022.4,39.2,572454.4,normal,163800.0,140.0,189294.0,76711.6,1120,440132.0,24360,0,250846.4,500242.39999999997,Salary,465122.0,Insurance,Positive,5824.0,High,557253.2000000001,0
2022-10-12,434840,1072643.5999999999,609053.2000000001,47.6,1228220.0,recession,181720.0,128.8,134206.8,189131.6,1960,57363.6,20160,0,276052.0,529401.6,Salary,295444.80000000005,Transportation,Positive,112.0,Low,463590.4,0
2022-11-11,546000,1841246.4000000001,769972.0,16.8,628574.7999999999,normal,199360.0,148.4,160689.19999999998,124275.2,560,492833.6,17640,0,179065.6,717917.2,Salary,398350.4,Insurance,Neutral,2996.0,Low,1071274.4,280
2022-12-11,402640,1353385.6,1180844.0,53.2,739485.6,recession,190400.0,165.2,153767.59999999998,0.0,1400,176078.0,23800,0,138149.19999999998,858258.8,Salary,364417.2,Investments,Negative,25760.0,Medium,172541.6,0
2023-01-10,511840,1000104.0,953842.4,78.4,751710.3999999999,inflation,180600.0,39.2,116592.0,96320.0,1400,420683.2,16520,0,129057.6,800522.8,Mixed,308366.8,Utilities,Negative,23996.0,Medium,46261.6,0
2023-02-09,533680,1235852.8,813310.3999999999,56.0,1050658.0,normal,191520.0,103.6,135556.4,10379.6,840,127876.0,17920,0,51041.2,652999.2,Salary,157102.40000000002,Healthcare,Positive,1820.0,Medium,422542.39999999997,0
2023-03-11,491120,871197.6,689262.0,28.0,883218.0,normal,187880.0,159.6,154814.8,111916.0,840,401688.0,8680,0,190464.4,568719.2000000001,Salary,323296.4,Rent,Positive,12852.0,Medium,181935.6,0
2023-04-10,405440,740485.2000000001,896140.0,78.4,579320.0,normal,187320.0,53.2,104193.6,98621.6,2240,226287.59999999998,5600,0,110194.0,558476.7999999999,Freelance,537146.4,Dining Out,Positive,20748.0,Low,0.0,0
2023-05-10,298200,954945.6,352716.0,89.60000000000001,712955.6,normal,199640.0,78.4,144300.80000000002,120783.6,1960,233086.0,12320,0,74306.4,631257.2,Salary,461501.60000000003,Groceries,Positive,9016.0,Medium,602229.6000000001,0
2023-06-09,471240,1327732.0,872720.8,72.8,873762.4,inflation,176400.0,123.2,62356.0,118988.79999999999,1400,508214.0,14840,0,179062.8,839759.2,Salary,311939.6,Utilities,Negative,13552.0,Low,455011.2,0
2023-07-09,324800,1079268.4000000001,599505.2000000001,86.8,708708.0,normal,189560.0,75.60000000000001,87752.0,7798.0,840,30293.2,12040,0,183696.8,643972.0,Salary,302968.39999999997,Investments,Positive,21644.0,Low,479763.2,0
2023-08-08,485520,1054678.8,1014143.2000000001,64.4,627460.3999999999,normal,196000.0,154.0,142343.6,147946.4,560,430040.8,6720,0,188470.80000000002,798644.0,Salary,180003.6,Rent,Positive,3136.0,Medium,40535.600000000006,0
2023-09-07,336840,1460034.8,606617.2,61.6,714271.6,normal,215600.0,131.6,160286.0,221883.2,2520,208275.2,8680,0,126618.79999999999,710208.8,Salary,341378.8,Entertainment,Positive,27384.0,Medium,853417.6,280
2023-10-07,467600,1140361.5999999999,569046.7999999999,16.8,751158.8,inflation,194320.0,61.6,182775.6,187751.19999999998,1680,293462.39999999997,14280,0,50713.6,784579.6000000001,Salary,359290.4,Transportation,Positive,26768.0,Low,571314.8,0
2023-11-06,541240,1125516.0,770602.0,78.4,756504.0,normal,192920.0,92.4,119327.6,99078.0,1960,439297.60000000003,7000,0,166135.2,299219.2,Salary,522303.6,Transportation,Positive,23016.0,Low,354914.0,0
2019-01-01,466480,912287.6,694523.2000000001,44.800000000000004,813705.2000000001,normal,167160.0,151.20000000000002,108360.0,144905.6,1680,309024.80000000005,8400,0,185592.40000000002,519985.19999999995,Salary,261013.2,Investments,Negative,5600.0,Low,217764.4,0
2019-01-31,500920,775280.8,490224.0,81.19999999999999,997001.6,normal,196560.0,126.0,144611.6,294296.8,1400,344596.0,7000,0,61698.0,817118.4,Salary,84000.0,Rent,Positive,2772.0,High,285056.8,0
2019-03-02,445760,951031.2,813584.7999999999,16.8,558429.2000000001,normal,183960.0,92.4,212419.19999999998,158886.0,2240,318959.2,13440,0,171147.2,583293.2000000001,Mixed,364630.0,Rent,Positive,19488.0,Low,137446.4,0
2019-04-01,394240,1229746.0,1139331.2,86.8,785853.6,recession,190400.0,50.4,154826.0,0.0,280,80740.8,5880,0,98277.2,861705.6,Salary,330206.8,Transportation,Positive,19376.0,Low,90414.8,0
2019-05-01,505120,1114153.5999999999,1198652.0,98.0,1148436.8,inflation,210000.0,75.60000000000001,146277.59999999998,113150.8,1960,219268.0,16520,0,63980.0,584572.8,Freelance,366511.60000000003,Dining Out,Neutral,23996.0,High,0.0,0
2019-05-31,506240,1344739.2000000002,720224.4,89.60000000000001,703127.6,recession,194600.0,168.0,231806.4,33902.4,1400,430623.2,19320,0,128940.0,840526.4,Salary,391400.8,Utilities,Negative,1596.0,High,624514.7999999999,0
2019-06-30,499800,1197593.5999999999,715215.2000000001,19.6,875982.8,recession,181440.0,103.6,270950.39999999997,111216.0,2240,384370.0,18200,0,105876.4,440202.0,Salary,431317.60000000003,Entertainment,Positive,21588.0,Medium,482378.39999999997,0
2019-07-30,467880,1254422.4,733280.8,22.400000000000002,981699.6000000001,normal,199640.0,106.4,155181.6,65917.59999999999,1400,354860.8,9240,0,46734.799999999996,655278.4,Freelance,373657.2,Utilities,Positive,12908.0,Low,521141.60000000003,0
2019-08-29,409640,1261134.0,978798.8,92.4,527436.0,normal,183120.0,33.6,188930.0,163539.6,560,450130.8,16240,0,217694.4,774197.2,Mixed,199808.0,Utilities,Positive,20384.0,Low,282335.2,0
2019-09-28,500640,755944.0,936454.4,100.8,872550.0,normal,178360.0,61.6,143729.6,149458.4,2520,326858.0,19040,0,172048.80000000002,628390.0,Salary,475580.0,Insurance,Negative,6384.0,Medium,0.0,0
2019-10-28,461160,920617.6,819624.4,56.0,505288.0,recession,184520.0,137.2,100998.79999999999,146683.6,840,225106.0,12880,0,171754.8,395127.60000000003,Salary,346449.6,Investments,Negative,21196.0,Low,100993.2,0
2019-11-27,415800,773192.0,972356.0,30.8,729156.4,normal,183680.0,78.4,196414.4,0.0,1120,210554.4,15120,0,138835.19999999998,430743.6,Freelance,331682.39999999997,Education,Positive,7392.0,Low,0.0,0
2019-12-27,359800,1604097.6,873586.0,100.8,636790.0,inflation,166320.0,28.0,44312.799999999996,13174.0,280,283074.4,8680,280,131793.2,280000.0,Salary,293459.6,Investments,Negative,12012.0,Low,730511.6,280
2020-01-26,294280,1629157.6,975192.4,47.6,1134764.4,normal,167160.0,70.0,122886.4,273501.2,280,228264.4,22120,0,87236.8,968968.0,Salary,366329.6,Entertainment,Positive,7252.0,Low,653965.2000000001,0
2020-02-25,384160,1038399.6000000001,412059.2,72.8,661878.0,normal,183400.0,112.0,157441.19999999998,147932.40000000002,1120,437494.4,20160,0,77882.0,472032.39999999997,Mixed,322375.19999999995,Healthcare,Neutral,15876.0,High,626340.3999999999,0
2020-03-26,468160,960618.4,518036.4,64.4,993893.6,inflation,194600.0,72.8,176475.6,29660.4,2240,573524.0,5600,0,182470.4,683804.7999999999,Salary,249690.0,Groceries,Negative,5824.0,High,442582.0,0
2020-04-25,358400,1116326.4000000001,743316.0,61.6,919906.4,normal,192920.0,72.8,158121.6,203464.8,560,327465.6,23520,0,161028.0,739454.7999999999,Salary,343952.0,Rent,Negative,13832.0,Low,373010.4,0
2020-05-25,426720,1316960.4000000001,1282881.6,86.8,894084.7999999999,normal,190400.0,98.0,176626.8,360707.2,1120,298622.8,16520,0,132498.8,621476.7999999999,Salary,468518.39999999997,Utilities,Neutral,12600.0,Medium,34078.799999999996,0
2020-06-24,512680,1150710.4000000001,1033698.4,106.4,591164.0,inflation,167160.0,142.8,143362.8,180364.8,1960,397821.2,6720,0,190929.19999999998,664580.0,Salary,404524.4,Utilities,Negative,12180.0,High,117012.0,0
2020-07-24,419440,1039718.4,605920.0,112.0,722111.6,recession,212800.0,123.2,101074.40000000001,137373.6,280,101847.2,18480,0,258272.0,508034.80000000005,Salary,288394.4,Entertainment,Positive,6524.0,Low,433798.39999999997,0
2020-08-23,387240,1223014.8,1002587.6,75.60000000000001,842637.6,recession,196000.0,47.6,211979.6,262110.80000000002,840,222773.6,13720,0,72842.0,927054.7999999999,Salary,431424.0,Groceries,Neutral,16968.0,Low,220427.2,0
2020-09-22,374080,1636941.6,901104.4,89.60000000000001,852437.6,normal,197120.0,120.39999999999999,191363.2,64744.399999999994,2240,188885.2,23520,0,168324.8,680685.6,Salary,219875.6,Utilities,Negative,9940.0,Low,735837.2,0
2020-10-22,325080,1292516.4000000001,1122354.8,33.6,796499.2,normal,190120.0,53.2,139473.6,111644.40000000001,1120,0.0,7000,280,131196.8,522662.0,Salary,382404.4,Transportation,Positive,7980.0,High,170161.6,0
2020-11-21,307720,881336.4,817594.4,44.800000000000004,690925.2000000001,inflation,183400.0,84.0,161775.6,184886.8,840,197246.0,12880,0,203691.6,711516.4,Salary,256645.2,Transportation,Neutral,2716.0,Medium,63742.0,0
2020-12-21,285600,1099039.2,811132.0,106.4,834402.8,normal,225960.0,109.2,197806.0,217204.4,280,389065.6,10360,0,88306.4,653903.6,Salary,496907.60000000003,Rent,Negative,20440.0,Medium,287907.2,0
2021-01-20,508480,1544692.8,708352.4,58.8,620340.0,recession,204400.0,156.8,277625.6,150782.8,560,203660.80000000002,17920,0,142690.80000000002,655118.8,Salary,353729.6,Transportation,Positive,3612.0,Low,836340.3999999999,280
2021-02-19,370440,1243818.8,1293930.4000000001,67.2,768003.6,inflation,191520.0,117.6,39009.6,104423.2,1400,215138.0,25760,0,151194.4,639956.7999999999,Salary,84000.0,Rent,Positive,4872.0,Low,0.0,0
2021-03-21,379400,1002195.6,1046581.2,47.6,662690.0,normal,204680.0,78.4,184472.40000000002,146966.4,840,241332.0,8400,0,164791.19999999998,877450.0,Salary,358117.2,Investments,Positive,12292.0,Medium,0.0,0
2021-04-20,505400,692966.4,930739.6000000001,44.800000000000004,775034.4,normal,194880.0,123.2,210652.40000000002,191688.0,1680,227987.2,24360,0,140392.0,1008036.4,Salary,349252.39999999997,Groceries,Positive,5964.0,Medium,0.0,0
2021-05-20,333760,573938.4,658744.7999999999,98.0,854308.0,inflation,183400.0,64.4,127797.6,130421.20000000001,1400,400156.4,8960,0,86450.0,1043470.3999999999,Salary,475395.19999999995,Healthcare,Positive,168.0,Low,0.0,0
2021-06-19,325640,980299.6000000001,724987.2,86.8,826274.4,normal,183680.0,33.6,189775.6,24774.4,840,520573.2,10640,0,203274.4,668071.6,Salary,431586.4,Transportation,Positive,3052.0,Medium,255312.40000000002,0
2021-07-19,373240,1287997.2,840394.7999999999,103.6,797652.8,recession,186200.0,131.6,131734.4,81149.59999999999,2520,63700.0,26040,0,126935.2,660013.2000000001,Salary,250146.4,Investments,Positive,8624.0,Low,447602.39999999997,0
2021-08-18,327320,837460.3999999999,760082.4,56.0,572031.6,normal,191520.0,47.6,157301.19999999998,167582.8,2240,62081.6,23520,0,191766.4,735753.2000000001,Freelance,279812.4,Dining Out,Positive,7280.0,Low,77378.0,0
2021-09-17,487480,1288257.6,479886.4,67.2,904901.2,normal,183120.0,142.8,208899.6,43131.2,280,362381.60000000003,19320,0,147652.40000000002,430136.0,Freelance,315098.0,Rent,Neutral,7672.0,Low,808371.2,0
2021-10-17,285880,1141680.4,774340.0,39.2,645366.4,normal,200760.0,162.39999999999998,123995.2,110681.20000000001,1400,71335.6,17360,0,106836.8,628040.0,Salary,333992.39999999997,Insurance,Positive,18004.0,Low,367340.4,0
2021-11-16,484400,1255217.6,793710.3999999999,36.4,593748.4,normal,201600.0,70.0,122371.20000000001,108180.8,1680,447893.6,6720,0,122253.6,741935.6,Salary,346544.80000000005,Healthcare,Negative,7448.0,Low,461507.2,0
2021-12-16,442960,1111636.4000000001,590898.0,16.8,741543.6,normal,187880.0,151.20000000000002,123312.0,180986.4,2240,298180.4,9520,0,60687.200000000004,738147.2,Salary,391526.8,Rent,Positive,15820.0,Medium,520738.39999999997,0
2022-01-15,528640,952081.2,650753.6,42.0,858678.8,inflation,199640.0,142.8,140977.2,60146.8,1960,149769.19999999998,20720,280,133372.4,743517.6,Salary,160479.19999999998,Rent,Positive,3752.0,High,301327.60000000003,0
2022-02-14,430640,845499.2,842240.0,53.2,723861.6,recession,196280.0,36.4,158328.80000000002,64719.2,280,448072.8,7280,0,176400.0,645114.4,Freelance,415962.39999999997,Entertainment,Negative,27860.0,High,3259.2000000000003,0
2022-03-16,442400,703273.2000000001,898424.7999999999,30.8,867014.4,normal,192920.0,137.2,190982.40000000002,86133.6,2520,113831.20000000001,9240,0,181392.40000000002,419241.2,Freelance,84000.0,Rent,Neutral,11340.0,Medium,0.0,0
2022-04-15,390600,769420.3999999999,1036047.6,81.19999999999999,724015.6,normal,179480.0,151.20000000000002,170265.2,67230.8,280,602120.3999999999,26040,0,144194.4,535536.4,Salary,285975.2,Dining Out,Positive,588.0,Low,0.0,0
2022-05-15,517720,907107.6,999695.2000000001,58.8,717550.3999999999,inflation,180600.0,117.6,71540.0,273350.0,1120,166588.80000000002,11760,0,147862.40000000002,658198.8,Salary,295962.8,Rent,Neutral,16380.0,Medium,0.0,0
2022-06-14,484960,1163391.6,315016.8,95.2,801382.4,recession,185920.0,156.8,110320.0,178648.4,1960,319292.39999999997,22400,0,236434.8,850810.8,Freelance,426941.2,Entertainment,Neutral,22260.0,Low,848374.7999999999,280
2022-07-14,500360,1052066.4000000001,811666.7999999999,25.2,620662.0,normal,196280.0,42.0,107500.40000000001,186659.19999999998,1120,286826.4,10640,0,214950.4,520982.0,Freelance,296063.6,Insurance,Neutral,19432.0,Low,240399.6,0
2022-08-13,504840,1635830.0,560789.6,22.400000000000002,761969.6000000001,inflation,198520.0,159.6,95603.2,0.0,1960,300277.60000000003,15400,0,101866.8,377664.0,Salary,113103.2,Rent,Neutral,19656.0,Medium,1075040.4,280
2022-09-12,313880,1183358.4,843480.3999999999,25.2,746113.2000000001,recession,213080.0,159.6,84957.6,127142.4,2520,200569.6,26320,0,197593.2,657540.8,Salary,168795.2,Rent,Positive,12768.0,Low,339878.0,0
2022-10-12,490280,1187734.8,687461.6,112.0,597088.8,inflation,196000.0,162.39999999999998,117460.0,103773.6,1400,572779.2000000001,11200,0,230454.0,804050.8,Mixed,180384.4,Education,Positive,8512.0,Low,500273.2,0
2022-11-11,440160,940965.2000000001,836418.8,109.2,557897.2,normal,189840.0,140.0,138854.80000000002,81648.0,1120,311992.8,17920,0,247503.2,513503.2,Salary,460922.0,Dining Out,Negative,24360.0,Low,104546.4,0
2022-12-11,539000,1231216.0,854775.6,25.2,731332.0,inflation,181720.0,64.4,106047.2,168938.0,2520,357803.6,22400,0,181496.0,698429.2,Salary,316016.4,Utilities,Neutral,3388.0,Low,376440.4,0
2023-01-10,357560,1175532.4,751657.2,44.800000000000004,804843.2000000001,inflation,199360.0,58.8,134024.80000000002,194756.8,2520,293431.60000000003,13160,0,93349.2,515026.4,Salary,362124.0,Healthcare,Neutral,21840.0,Low,423875.19999999995,0
2023-02-09,460040,1101125.2,738141.6,64.4,769230.0,inflation,215040.0,162.39999999999998,63338.8,0.0,1960,377913.2,12880,0,87290.0,507301.2,Mixed,318063.2,Rent,Positive,3892.0,Low,362983.6,0
2023-03-11,399840,619393.6,803465.6,53.2,595851.2,inflation,181440.0,98.0,146171.19999999998,98459.2,1680,355717.60000000003,10080,0,173745.6,697821.6,Salary,320762.39999999997,Entertainment,Neutral,25732.0,Medium,0.0,0
2023-04-10,283920,676099.2,629118.0,106.4,1011287.2,normal,220920.0,75.60000000000001,81782.4,89801.6,1960,349230.0,20440,0,172866.4,567218.4,Salary,408741.2,Groceries,Positive,9912.0,Low,46981.2,0
2023-05-10,297640,1180071.2,1104208.0,39.2,585636.7999999999,inflation,183400.0,44.800000000000004,72139.2,90300.0,1400,369079.2,16800,0,83014.40000000001,810826.7999999999,Salary,362042.8,Healthcare,Neutral,26656.0,Medium,75863.2,0
2023-06-09,326760,1040317.6,591715.6,100.8,795216.7999999999,normal,183120.0,117.6,133509.6,135027.2,840,76098.4,15400,0,93242.8,620295.2000000001,Salary,351304.80000000005,Rent,Neutral,24360.0,Low,448602.0,0
2023-07-09,325920,1438166.8,495574.80000000005,44.800000000000004,806467.2,normal,185920.0,53.2,149612.40000000002,158712.40000000002,560,523056.8,15680,0,147170.80000000002,882112.0,Mixed,420330.4,Transportation,Positive,7420.0,Low,942592.0,280
2023-08-08,412160,1109424.4,1038259.6000000001,75.60000000000001,781715.2000000001,recession,209440.0,86.8,115754.8,47532.799999999996,1120,372472.8,26320,0,159558.0,288262.8,Salary,361211.2,Education,Positive,21364.0,Medium,71164.8,0
2023-09-07,391160,1232086.8,972064.7999999999,22.400000000000002,637117.6,normal,188720.0,42.0,157309.6,0.0,280,250308.80000000002,26600,0,127509.2,599485.6,Freelance,456792.0,Education,Neutral,16520.0,Low,260022.0,0
2023-10-07,323680,1562545.6,983693.2000000001,33.6,790532.4,normal,190400.0,151.20000000000002,138322.8,124443.2,2520,113489.59999999999,22680,0,130421.20000000001,445849.6,Freelance,219335.2,Education,Positive,10528.0,Medium,578852.4,0
2023-11-06,539000,1376936.4000000001,1002870.3999999999,67.2,964068.0,normal,166880.0,61.6,97958.0,120209.59999999999,2240,421268.39999999997,26600,0,37746.8,751690.8,Salary,331696.4,Transportation,Negative,15624.0,Medium,374066.0,0
2019-01-01,447720,529600.4,815455.2000000001,75.60000000000001,718468.8,recession,195720.0,42.0,136956.4,133599.19999999998,560,310970.8,16520,0,120996.4,735529.2,Freelance,390180.0,Transportation,Neutral,20020.0,High,0.0,0
2019-01-31,548240,1422523.2,753421.2,112.0,765276.4,inflation,175840.0,165.2,183845.2,199600.80000000002,840,303514.4,12040,0,191576.0,658386.4,Salary,181437.2,Insurance,Positive,2632.0,High,669102.0,0
2019-03-02,523600,982567.6,983362.8,44.800000000000004,788032.0,recession,171920.0,100.8,84495.59999999999,332640.0,2240,437144.4,10360,0,261623.6,735252.0,Salary,171315.2,Entertainment,Positive,22820.0,Medium,0.0,0
2019-04-01,554120,843298.4,1092826.0,81.19999999999999,804221.6,normal,203560.0,44.800000000000004,238305.2,0.0,1680,284704.0,19040,0,173166.0,657078.8,Mixed,228393.2,Transportation,Positive,8064.0,High,0.0,0
2019-05-01,290360,1054664.8,783781.6,109.2,920368.4,inflation,172200.0,154.0,0.0,129782.8,1960,346508.39999999997,19600,0,133014.0,738396.4,Salary,337943.2,Utilities,Positive,22400.0,Low,270883.2,0
2019-05-31,490560,1088998.4000000001,500127.60000000003,61.6,1068306.4000000001,normal,195440.0,123.2,59122.0,79842.0,560,216958.0,11760,0,167171.19999999998,689640.0,Freelance,239607.2,Entertainment,Positive,17752.0,Medium,588870.8,0
2019-06-30,391160,876268.4,1055857.6,103.6,1026292.4,inflation,184800.0,86.8,133632.8,138642.0,840,482378.39999999997,12320,0,128192.4,307972.0,Salary,182876.4,Rent,Neutral,20300.0,Low,0.0,0
2019-07-30,540400,870119.6000000001,696046.4,16.8,1080945.6,inflation,196840.0,156.8,153988.80000000002,161890.4,2520,424477.2,17360,0,118286.0,632634.7999999999,Salary,258574.4,Transportation,Negative,21196.0,Low,174073.2,0
2019-08-29,323120,1333749.2000000002,874258.0,53.2,724483.2000000001,normal,208040.0,47.6,267013.6,177752.40000000002,280,436329.6,23800,280,111529.59999999999,646497.6,Salary,149189.6,Healthcare,Positive,5264.0,Low,459491.2,0
2019-09-28,549640,741661.2,394248.39999999997,25.2,985101.6,recession,208320.0,103.6,34465.200000000004,62888.0,560,284894.4,7560,0,80600.8,541956.7999999999,Salary,321577.2,Transportation,Positive,1372.0,Low,347412.8,0
2019-10-28,405160,1181731.6,673932.0,72.8,823681.6,inflation,183960.0,92.4,125633.2,103961.20000000001,1680,52833.2,7840,0,201322.8,390684.0,Salary,446241.60000000003,Education,Neutral,18116.0,Low,507799.6,0
2019-11-27,301000,1042067.6,550407.2,92.4,916624.7999999999,normal,195720.0,81.19999999999999,139787.2,128802.8,560,285289.2,20160,0,0.0,725062.8,Salary,374959.2,Insurance,Positive,19936.0,Low,491660.4,0
2019-12-27,468720,994397.6,985465.6,84.0,603853.6,normal,209440.0,81.19999999999999,187171.6,105106.4,840,217386.4,13440,0,323615.6,482585.6,Salary,469383.6,Education,Neutral,18564.0,Low,8932.0,0
2020-01-26,366800,961122.4,848764.0,67.2,894006.4,recession,196000.0,61.6,120635.2,173961.19999999998,2520,449747.2,6440,0,245467.59999999998,702520.0,Salary,246467.2,Groceries,Positive,22204.0,Low,112358.4,0
2020-02-25,336280,1091815.2,1150413.5999999999,84.0,550538.8,normal,185920.0,103.6,297948.0,128945.59999999999,280,419826.4,19320,0,167577.2,711740.3999999999,Salary,92436.4,Dining Out,Neutral,19012.0,Medium,0.0,0
2020-03-26,532000,1066360.4,603176.0,28.0,576825.2000000001,normal,176120.0,168.0,89611.20000000001,35719.6,840,291561.2,7000,0,155918.0,817118.4,Salary,213544.8,Transportation,Positive,19068.0,High,463184.4,0
2020-04-25,546840,689298.4,384347.60000000003,84.0,871948.0,recession,213640.0,123.2,156094.4,201213.6,1120,373492.0,15120,0,103434.8,569564.8,Salary,436444.4,Utilities,Negative,1176.0,Low,304950.8,0
2020-05-25,350560,1220282.0,309974.0,22.400000000000002,532434.0,inflation,185920.0,103.6,195140.4,119607.6,2520,301324.80000000005,26040,0,158606.0,823732.0,Salary,425658.8,Rent,Positive,11788.0,Low,910308.0,280
2020-06-24,341040,595596.4,447655.6,100.8,794710.0,normal,169680.0,58.8,141072.4,108679.2,1400,380055.19999999995,18480,0,205629.19999999998,494474.4,Salary,373548.0,Transportation,Positive,1456.0,Low,147940.80000000002,0
2020-07-24,302680,1245106.8,855848.0,14.0,1054166.4000000001,inflation,184800.0,61.6,90084.40000000001,86251.20000000001,1680,408791.60000000003,8680,0,110227.6,670163.2000000001,Salary,450298.8,Groceries,Positive,26460.0,High,389258.8,0
2020-08-23,423080,1399918.8,818941.2,39.2,452891.60000000003,normal,205800.0,95.2,186076.8,60953.2,840,564412.8,7840,0,97132.0,564690.0,Salary,312916.8,Dining Out,Positive,12572.0,Medium,580977.6,280
